project UUID;name;count;state
[6B5EFD14-C1B9-48F3-901A-3E4084490D39|6B5EFD14-C1B9-48F3-901A-3E4084490D39];[US, Wisconsin—Marriage Records, 1973–1978 \[Part B\]|https:///www.familysearch.org/indexing/admin-new/#/projects/6B5EFD14-C1B9-48F3-901A-3E4084490D39/overview];1;READY_FOR_DELIVERY
[590A72BF-2018-4FCD-81F8-9F8A7CD24B41|590A72BF-2018-4FCD-81F8-9F8A7CD24B41];[US, Washington—County Divorce Records, 1878–1950 - Batching Training|https:///www.familysearch.org/indexing/admin-new/#/projects/590A72BF-2018-4FCD-81F8-9F8A7CD24B41/overview];1;BATCHING
[6875565E-C799-4226-A7F0-9FC57572BB90|6875565E-C799-4226-A7F0-9FC57572BB90];[Switzerland, Fribourg—1880 Census \[Part C\]|https:///www.familysearch.org/indexing/admin-new/#/projects/6875565E-C799-4226-A7F0-9FC57572BB90/overview];1;READY_FOR_WORK
[2B8BD7F4-6556-4A2E-8C49-D96578552D19|2B8BD7F4-6556-4A2E-8C49-D96578552D19];[US, California, San Francisco—Registers of Chinese Laborers Returning to the United States, 1875–1888 \[Part D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/2B8BD7F4-6556-4A2E-8C49-D96578552D19/overview];1;READY_FOR_WORK
[45FF173A-5F79-42C9-84DB-FFEA5E116004|45FF173A-5F79-42C9-84DB-FFEA5E116004];[Switzerland, Fribourg—1880 Census \[Part A\]|https:///www.familysearch.org/indexing/admin-new/#/projects/45FF173A-5F79-42C9-84DB-FFEA5E116004/overview];1;ACTIVE
[BF58614F-043F-4B6E-B2EC-148F70B1E4CF|BF58614F-043F-4B6E-B2EC-148F70B1E4CF];[US, Mississippi—Military Discharge Records, 1917–1974 TEST|https:///www.familysearch.org/indexing/admin-new/#/projects/BF58614F-043F-4B6E-B2EC-148F70B1E4CF/overview];1;TEST
[F215D25E-82F5-4254-BE83-CD194A358506|F215D25E-82F5-4254-BE83-CD194A358506];[Peru, San Martín—Civil Registration, 1856–2000 \[Part Q\]|https:///www.familysearch.org/indexing/admin-new/#/projects/F215D25E-82F5-4254-BE83-CD194A358506/overview];1;TEST
[E5E95462-24FE-4A2A-BDCD-A42291D42216|E5E95462-24FE-4A2A-BDCD-A42291D42216];[Samoa—Membership Records, 1888–1954|https:///www.familysearch.org/indexing/admin-new/#/projects/E5E95462-24FE-4A2A-BDCD-A42291D42216/overview];1;TEST
[EA82B6D0-59C7-4266-B2EE-DA14DA3D0B9D|EA82B6D0-59C7-4266-B2EE-DA14DA3D0B9D];[US, California, San Francisco—Registers of Chinese Laborers Returning to the United States, 1882–1888 \[Part A\]|https:///www.familysearch.org/indexing/admin-new/#/projects/EA82B6D0-59C7-4266-B2EE-DA14DA3D0B9D/overview];1;READY_FOR_DELIVERY
[47342DCD-4C9D-45E7-BB7C-6319D59241D3|47342DCD-4C9D-45E7-BB7C-6319D59241D3];[Peru, San Martín—Civil Registration, 1856–2000 \[Part E\]|https:///www.familysearch.org/indexing/admin-new/#/projects/47342DCD-4C9D-45E7-BB7C-6319D59241D3/overview];1;ACTIVE
[16276638-16B5-4409-8D92-5826A43E04EF|16276638-16B5-4409-8D92-5826A43E04EF];[US, Washington—County Divorce Records, 1878–1950|https:///www.familysearch.org/indexing/admin-new/#/projects/16276638-16B5-4409-8D92-5826A43E04EF/overview];1;ACTIVE
[CBF34214-BB72-47CE-A53B-BC2377CA1711|CBF34214-BB72-47CE-A53B-BC2377CA1711];[US, Washington—County Birth Registers, 1881–1922 \[Part A\]|https:///www.familysearch.org/indexing/admin-new/#/projects/CBF34214-BB72-47CE-A53B-BC2377CA1711/overview];1;READY_FOR_WORK
