project UUID;name;count;state
[68890D31-A896-47F4-89FB-0A5E529FEA30];[US, South Carolina, Charleston—Birth Registers, 1901–1926 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/68890D31-A896-47F4-89FB-0A5E529FEA30/overview];5;READY_FOR_DELIVERY
[8F2E4E7C-3371-42FE-BAD5-30B48D0F9F8B];[Philippines—Marriage Records, 1945–1987 \[Part E\]|https://www.familysearch.org/indexing/admin-new/#/projects/8F2E4E7C-3371-42FE-BAD5-30B48D0F9F8B/overview];14;ACTIVE
[74413892-9D82-4BE0-B022-1DEC18E29266];[French Polynesia (Quick Batch)—Civil Registration, 1780–2002 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/74413892-9D82-4BE0-B022-1DEC18E29266/overview];209;ACTIVE
[764A4D16-B226-4258-8617-212AAAAB7865];[New Zealand—Electoral Rolls, 1865–1957|https://www.familysearch.org/indexing/admin-new/#/projects/764A4D16-B226-4258-8617-212AAAAB7865/overview];2;ACTIVE
[E37B82F1-3C35-49BF-808C-35FB8FDAB854];[US, California—County Delayed Birth Certificates, 1800–1994|https://www.familysearch.org/indexing/admin-new/#/projects/E37B82F1-3C35-49BF-808C-35FB8FDAB854/overview];1;ACTIVE
[27FCEC51-9261-4943-B03B-A002E402D652];[Brasil, São Paulo—Registro Civil, Nacimientos, 1907–1995 \[Parte F\]|https://www.familysearch.org/indexing/admin-new/#/projects/27FCEC51-9261-4943-B03B-A002E402D652/overview];2;READY_FOR_DELIVERY
[AEAAF336-507A-4482-A3C3-05D6F7FBA54B];[Argentina, Salta—Registros de la Iglesia Católica, 1673–1972|https://www.familysearch.org/indexing/admin-new/#/projects/AEAAF336-507A-4482-A3C3-05D6F7FBA54B/overview];1;ACTIVE
[4E1AE11E-88D3-49B3-BE87-341F81250FDC];[Canada, Nova Scotia—Church Records, 1864–1877 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/4E1AE11E-88D3-49B3-BE87-341F81250FDC/overview];7;ACTIVE
[D811C1B9-F3A8-4073-88B5-A4B215F4D381];[Portugal, Aveiro— Passport Registers, 1861–1965 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/D811C1B9-F3A8-4073-88B5-A4B215F4D381/overview];6;ACTIVE
[D3C46006-1824-46EE-BD17-8A503C1502D6];[United States—Enlisted and Officer Muster Rolls and Rosters, 1916–1939 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/D3C46006-1824-46EE-BD17-8A503C1502D6/overview];1;ACTIVE
[8BC97FFE-C496-498F-A9E8-771FCA2853C2];[Haiti—Civil Registration of Deaths, 1824–2013 \[Part G\]|https://www.familysearch.org/indexing/admin-new/#/projects/8BC97FFE-C496-498F-A9E8-771FCA2853C2/overview];2;ACTIVE
[F8729383-55F8-49EB-A972-2B7D0A93DBE8];[South Africa—Marriage Records, 1840–1973 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/F8729383-55F8-49EB-A972-2B7D0A93DBE8/overview];1;ACTIVE
