dgs;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Projects with no Imageset workflow
004003508;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[887EA467-7BE5-443F-93E4-C7137F75138F|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/887EA467-7BE5-443F-93E4-C7137F75138F/batches/list];ACTIVE;
004266206;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[EF4F9E5D-EE8D-4CEA-ADD9-115B9DF695C6|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/EF4F9E5D-EE8D-4CEA-ADD9-115B9DF695C6/batches/list];ACTIVE;
004266921;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[0972083E-EDC9-44A4-BFF3-7616BFB0A619|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/0972083E-EDC9-44A4-BFF3-7616BFB0A619/batches/list];ACTIVE;
004460672;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[74BCA2A8-F256-45A0-872F-42B9EDEB6F45|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/74BCA2A8-F256-45A0-872F-42B9EDEB6F45/batches/list];ACTIVE;
004811662;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[67C45F42-0B44-4207-82EE-04784EAF5AF6|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/67C45F42-0B44-4207-82EE-04784EAF5AF6/batches/list];ACTIVE;
004838930;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[24657851-46D9-452E-9223-69B05F4D9920|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/24657851-46D9-452E-9223-69B05F4D9920/batches/list];ACTIVE;
007611192;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[E3BC2C8A-3362-4FB5-B6AC-B9CA33A931B5|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/E3BC2C8A-3362-4FB5-B6AC-B9CA33A931B5/batches/list];ACTIVE;
007611193;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[BB23A5FD-07FF-468E-A22E-12A5525AB167|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/BB23A5FD-07FF-468E-A22E-12A5525AB167/batches/list];ACTIVE;
007615856;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[BD393C15-4466-464F-A757-2DF6696EF4B8|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/BD393C15-4466-464F-A757-2DF6696EF4B8/batches/list];ACTIVE;
007615858;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[77442D4E-30D6-4924-AB36-433698DB7051|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/77442D4E-30D6-4924-AB36-433698DB7051/batches/list];ACTIVE;
007615859;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[571AB30A-33F4-4D5B-82B5-D36661139D71|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/571AB30A-33F4-4D5B-82B5-D36661139D71/batches/list];ACTIVE;
007615864;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[8C58BB09-A0AD-4793-8357-E594365CC28D|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/8C58BB09-A0AD-4793-8357-E594365CC28D/batches/list];ACTIVE;
007615869;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[590C8990-D75B-41A5-BBAC-B45BEA59F763|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/590C8990-D75B-41A5-BBAC-B45BEA59F763/batches/list];ACTIVE;
007615874;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[66D1CA31-FB38-4187-96C1-67F3519A1D43|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/66D1CA31-FB38-4187-96C1-67F3519A1D43/batches/list];ACTIVE;
007615888;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[7A877923-EE85-444B-9D44-290A348E3DE4|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/7A877923-EE85-444B-9D44-290A348E3DE4/batches/list];ACTIVE;
007615890;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[086860BB-A473-4434-847C-E83022886720|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/086860BB-A473-4434-847C-E83022886720/batches/list];ACTIVE;
007616358;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[4E952031-CED3-4A0F-AE6E-1821BDBF3C96|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/4E952031-CED3-4A0F-AE6E-1821BDBF3C96/batches/list];ACTIVE;
007619951;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[3C514A67-7BD5-441C-9D71-3C06A6495B9D|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/3C514A67-7BD5-441C-9D71-3C06A6495B9D/batches/list];ACTIVE;
007619959;20-0528: Pennsylvania, Delayed Birth Records, 1941-1976 - FSI;;;[US, Pennsylvania—Delayed Birth Records, 1941–1976|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/overview];[2347B33E-A7A4-4D4B-A829-3B92E4F76F60|https://www.familysearch.org/indexing/admin-new/#/projects/FCA7935D-4D31-4B21-9209-6BCEF310295E/manage/2347B33E-A7A4-4D4B-A829-3B92E4F76F60/batches/list];ACTIVE;
