project UUID;name;count;state
[C0B9B989-8607-4598-BC97-3F982CF36066];[US, Oregon, Willamette Valley Genealogical Society—Death Index 1971–2008|https://www.familysearch.org/indexing/admin-new/#/projects/C0B9B989-8607-4598-BC97-3F982CF36066/overview];20;READY_FOR_DELIVERY
[E05A500C-35BE-41D9-854F-7BBE533582BF];[US—Newsbank, Death Records, 1815–2011|https://www.familysearch.org/indexing/admin-new/#/projects/E05A500C-35BE-41D9-854F-7BBE533582BF/overview];20;READY_FOR_DELIVERY
[A6D09E02-3A00-467B-B5CF-67D8C8A7D0C2];[US, Michigan—Archives of Michigan, Naturalization Records, 1812–1985 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/A6D09E02-3A00-467B-B5CF-67D8C8A7D0C2/overview];20;READY_FOR_DELIVERY
[F70B9E1D-6F6A-47FB-9313-D49412A2D240];[US, Texas, El Paso—Alien Arrivals, 1924–1954|https://www.familysearch.org/indexing/admin-new/#/projects/F70B9E1D-6F6A-47FB-9313-D49412A2D240/overview];2;READY_FOR_DELIVERY
[30F62C3D-8B73-4E43-89E0-1EF5678CA96A];[US, Hawaii, Honolulu—Japanese Consulate, Japanese Family Registration Cards, 1897–1955 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/30F62C3D-8B73-4E43-89E0-1EF5678CA96A/overview];20;ACTIVE
[450D181E-11AB-4090-85E1-52A5EC39FAD3];[Peru (Quick Batch), Ancash—Civil Registration, 1888–2000 \[Part X\]|https://www.familysearch.org/indexing/admin-new/#/projects/450D181E-11AB-4090-85E1-52A5EC39FAD3/overview];2;READY_FOR_DELIVERY
[51C0E90D-3C73-4E79-9F88-C1D8E04E8542];[UK—Principal Probate Registry, 1858–1957 \[Part O\]|https://www.familysearch.org/indexing/admin-new/#/projects/51C0E90D-3C73-4E79-9F88-C1D8E04E8542/overview];2;ACTIVE
[05E90868-7B23-4DC0-8ACC-452954CD7BF4];[Brasil (Lote Rápido), São Paulo—Registro Civil, Casamentos, 1907–1995 \[Parte I\]|https://www.familysearch.org/indexing/admin-new/#/projects/05E90868-7B23-4DC0-8ACC-452954CD7BF4/overview];1;READY_FOR_DELIVERY
[49B68109-B3AC-4780-B798-11E92BB9E830];[US, Alabama—Department of Archives and History, Confederate Pension Applications, 1880–1930's|https://www.familysearch.org/indexing/admin-new/#/projects/49B68109-B3AC-4780-B798-11E92BB9E830/overview];19;READY_FOR_DELIVERY
[A8F8FD6F-E47D-42AC-B023-FEC22E8FD7F7];[Sverige, Västerbotten—Kyrkböcker fram till 1860 \[Del B\]|https://www.familysearch.org/indexing/admin-new/#/projects/A8F8FD6F-E47D-42AC-B023-FEC22E8FD7F7/overview];20;ACTIVE
[88BAA1CC-28D4-48F4-B82E-047FFBE31E88];[Venezuela, Valencia—Registros Parroquiales Católica, 1924–2014 \[Parte C\]|https://www.familysearch.org/indexing/admin-new/#/projects/88BAA1CC-28D4-48F4-B82E-047FFBE31E88/overview];3;READY_FOR_DELIVERY
