project UUID;name;count;state
[2B420679-5E85-4C7D-8243-DE6E8DBB60B8|2B420679-5E85-4C7D-8243-DE6E8DBB60B8];[Perú, Amazonas—Registros Civiles, 1935–1999 \[Parte D\]|https:///www.familysearch.org/indexing/admin-new/#/projects/2B420679-5E85-4C7D-8243-DE6E8DBB60B8/overview];72;READY_FOR_DELIVERY
[0BF4C391-ED9C-4250-AFF5-7730799D78CB|0BF4C391-ED9C-4250-AFF5-7730799D78CB];[US, New York—World War I Draft Registration Cards, 1917–1918 \[Part B\]|https:///www.familysearch.org/indexing/admin-new/#/projects/0BF4C391-ED9C-4250-AFF5-7730799D78CB/overview];16;READY_FOR_DELIVERY
[F539DD35-7557-4555-AF64-61E7D4EC9458|F539DD35-7557-4555-AF64-61E7D4EC9458];[Chile—Registros de cementerios, 1880–2015 \[Part B\]|https:///www.familysearch.org/indexing/admin-new/#/projects/F539DD35-7557-4555-AF64-61E7D4EC9458/overview];170;READY_FOR_DELIVERY
[D232F31C-3F11-470B-8E2E-93649CE70A76|D232F31C-3F11-470B-8E2E-93649CE70A76];[UK, England, Herefordshire—Bishop's Transcripts, 1754–1898|https:///www.familysearch.org/indexing/admin-new/#/projects/D232F31C-3F11-470B-8E2E-93649CE70A76/overview];1165;READY_FOR_DELIVERY
[9B504230-771A-4245-A08C-D8F8366E546B|9B504230-771A-4245-A08C-D8F8366E546B];[Perú, Diócesis de Huaraz—Registros Parroquiales, 1641–2016 \[Parte E\]|https:///www.familysearch.org/indexing/admin-new/#/projects/9B504230-771A-4245-A08C-D8F8366E546B/overview];21;READY_FOR_DELIVERY
[BB714439-07ED-4784-9594-34834A20A50F|BB714439-07ED-4784-9594-34834A20A50F];[UK, England, Oxfordshire—Bishop's Transcripts, 1754–1904|https:///www.familysearch.org/indexing/admin-new/#/projects/BB714439-07ED-4784-9594-34834A20A50F/overview];89;READY_FOR_DELIVERY
[FA6F013D-0E8F-46A5-A6DE-B33780CD0B49|FA6F013D-0E8F-46A5-A6DE-B33780CD0B49];[Brasil  (Lote Rápido), São Paulo—Registro Civil, Casamentos, 1907–1995 \[Parte F\]|https:///www.familysearch.org/indexing/admin-new/#/projects/FA6F013D-0E8F-46A5-A6DE-B33780CD0B49/overview];495;READY_FOR_DELIVERY
[0E29340C-F8FA-42CE-8245-2C303D9D679A|0E29340C-F8FA-42CE-8245-2C303D9D679A];[Cabo Verde, Ilha de Santiago—Registros da igreja catolica, 1834–1946 \[Parte B\]|https:///www.familysearch.org/indexing/admin-new/#/projects/0E29340C-F8FA-42CE-8245-2C303D9D679A/overview];2;READY_FOR_DELIVERY
[1EBD10F9-3FDB-428E-BF43-80C55E8F0E32|1EBD10F9-3FDB-428E-BF43-80C55E8F0E32];[Italia (Antenati Italiani), Udine—Nati, 1875–1901 \[Parte 2J\]|https:///www.familysearch.org/indexing/admin-new/#/projects/1EBD10F9-3FDB-428E-BF43-80C55E8F0E32/overview];5;READY_FOR_DELIVERY
[7CAAE2D6-7CBD-40F0-9BE0-841D7B7D4FD7|7CAAE2D6-7CBD-40F0-9BE0-841D7B7D4FD7];[US, Iowa, Monroe County—Vital Records Card Index, Deaths, 1900–2015|https:///www.familysearch.org/indexing/admin-new/#/projects/7CAAE2D6-7CBD-40F0-9BE0-841D7B7D4FD7/overview];3495;READY_FOR_DELIVERY
