project UUID;name;count;state
[55023CFC-40BB-4A32-A293-173A8A8C1C84];[Philippines—Marriage Records, 1960–1987|https://www.familysearch.org/indexing/admin-new/#/projects/55023CFC-40BB-4A32-A293-173A8A8C1C84/overview];2;ACTIVE
[FADC0BBF-4C50-4A24-851A-FD66FD8BE7D9];[Zambia, Archdiocese of Lusaka—Church Records, 1950–2015|https://www.familysearch.org/indexing/admin-new/#/projects/FADC0BBF-4C50-4A24-851A-FD66FD8BE7D9/overview];1;ACTIVE
[94987DEB-3BE9-4829-8014-2D70198DBE31];[US, Indiana—World War I Draft Registration Cards, 1917–1918 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/94987DEB-3BE9-4829-8014-2D70198DBE31/overview];4;READY_FOR_DELIVERY
[5470103F-1C06-49ED-9C82-1568B1E4B174];[Italy (Italian Ancestors), Bergamo—Civil Registration, 1866–1899 \[Parte A\]|https://www.familysearch.org/indexing/admin-new/#/projects/5470103F-1C06-49ED-9C82-1568B1E4B174/overview];1;ACTIVE
[75F7C144-AA0D-4C18-BD81-96ACF112292B];[Nicaragua—Civil Registration, 1809–2013 \[Part G\]|https://www.familysearch.org/indexing/admin-new/#/projects/75F7C144-AA0D-4C18-BD81-96ACF112292B/overview];7;READY_FOR_WORK
[0FAB0F9D-05A7-4817-892D-245A8CAC8125];[US, Wisconsin, Dane—Naturalization Records, 1887–1945|https://www.familysearch.org/indexing/admin-new/#/projects/0FAB0F9D-05A7-4817-892D-245A8CAC8125/overview];2;READY_FOR_DELIVERY
[3ECC86BB-21AD-4A41-B7DB-91F41B203984];[US, Wisconsin and Illinois—Naturalization Records, 1856–1991|https://www.familysearch.org/indexing/admin-new/#/projects/3ECC86BB-21AD-4A41-B7DB-91F41B203984/overview];99;ACTIVE
[3C7639C4-5CC3-4912-ACB6-22A1C72607AB];[US, California, Los Angeles—Angelus-Rosedale Cemetery Records, 1884–2002|https://www.familysearch.org/indexing/admin-new/#/projects/3C7639C4-5CC3-4912-ACB6-22A1C72607AB/overview];1;ACTIVE
[4D02671C-FD10-480F-8558-8B86B41CD15F];[US, Louisiana—State Penitentiary Records, 1866–1963|https://www.familysearch.org/indexing/admin-new/#/projects/4D02671C-FD10-480F-8558-8B86B41CD15F/overview];1;READY_FOR_DELIVERY
[5AF43AD4-9023-4133-AC52-0583C8C5C792];[US, Pennsylvania—Cemetery Records, 1700–1950|https://www.familysearch.org/indexing/admin-new/#/projects/5AF43AD4-9023-4133-AC52-0583C8C5C792/overview];1;ACTIVE
[78E22DA3-194D-42E5-BB3A-98340A24DCAC];[UK, England, Herefordshire—Bishop's Transcripts, 1583–1754|https://www.familysearch.org/indexing/admin-new/#/projects/78E22DA3-194D-42E5-BB3A-98340A24DCAC/overview];3;ACTIVE
[BD8A4AC5-1191-45F5-803D-ADCC39EA44AC];[UK, England, Northumberland—Nonconformist Church Records, 1613–1920 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/BD8A4AC5-1191-45F5-803D-ADCC39EA44AC/overview];2;ACTIVE
[EB8BCF1C-ED12-4009-9184-54340065F3CB];[US, New York—County Naturalization Records, 1792–1976 \[Part R\]|https://www.familysearch.org/indexing/admin-new/#/projects/EB8BCF1C-ED12-4009-9184-54340065F3CB/overview];1;READY_FOR_DELIVERY
[8113F9CC-858D-4E72-9148-4CBABD2FED24];[France, Haute-Garonne, Toulouse—Church Records 1539–1793 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/8113F9CC-858D-4E72-9148-4CBABD2FED24/overview];2;TEST
[B45BCF04-D53C-4A74-A32D-0E043F7B1606];[UK, Wales—National Library of Wales Marriage Bonds, 1564–1754 \[Part D\]|https://www.familysearch.org/indexing/admin-new/#/projects/B45BCF04-D53C-4A74-A32D-0E043F7B1606/overview];62;READY_FOR_DELIVERY
[A6D09E02-3A00-467B-B5CF-67D8C8A7D0C2];[US, Michigan—Archives of Michigan, Naturalization Records, 1812–1985 \[Part B\]|https://www.familysearch.org/indexing/admin-new/#/projects/A6D09E02-3A00-467B-B5CF-67D8C8A7D0C2/overview];1;READY_FOR_DELIVERY
[09919A22-1B00-4A1F-9911-A082FA04F1ED];[Nicaragua—Civil Registration, 1809–2013 \[Part H\]|https://www.familysearch.org/indexing/admin-new/#/projects/09919A22-1B00-4A1F-9911-A082FA04F1ED/overview];5;TEST
[425A2606-18F6-4FAD-9096-40E48714947C];[Australia, South Australia—Passenger Lists, 1849–1940 \[Part Y\]|https://www.familysearch.org/indexing/admin-new/#/projects/425A2606-18F6-4FAD-9096-40E48714947C/overview];1;READY_FOR_DELIVERY
[D5EA5E5F-E0DE-4ED5-B9CE-2554ADEB4AB5];[US, Washington—County Death Registers, 1881–1922 \[Part A\]|https://www.familysearch.org/indexing/admin-new/#/projects/D5EA5E5F-E0DE-4ED5-B9CE-2554ADEB4AB5/overview];5;TEST
[407B9BB6-CEC6-47A9-B8CE-E6FBB84E0FD5];[UK, Wales—National Library of Wales Marriage Bonds, 1600–1754 \[Part C\]|https://www.familysearch.org/indexing/admin-new/#/projects/407B9BB6-CEC6-47A9-B8CE-E6FBB84E0FD5/overview];1;READY_FOR_DELIVERY
[966CB5B4-1C02-4236-9FB4-40E5B8050E0F];[Spain, Gerona—Census, 1834–1942 \[Part 4\]|https://www.familysearch.org/indexing/admin-new/#/projects/966CB5B4-1C02-4236-9FB4-40E5B8050E0F/overview];34;READY_FOR_WORK
[C6084B9F-9ADA-4E75-9363-E2BC74999682];[US, Massachusetts, Boston—Voter Registers, 1857-1920|https://www.familysearch.org/indexing/admin-new/#/projects/C6084B9F-9ADA-4E75-9363-E2BC74999682/overview];4;READY_FOR_DELIVERY
