dgs;Date added to Report;Traveler: Project;Rosetta Assigned Project;Rosetta State;IDX Assigned Project;imageset;Project State;Active Project Count;Projects with no Imageset workflow
107706160;2021-01-06 08:46:17;20-1636: Wisconsin, Wisconsin Vital Records Office, Death Records, 1933-1958 (ACOM 48170, WI 31) - FSI;[US, Wisconsin—Death Records, 1933–1958 \[Part A\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/0CBFFF2A-FE52-46A1-B793-5A65D1678E2D/overview];In Production;;2A2EEDD6-2823-4E49-9386-BCC2051F359E;;
107706162;2021-01-06 08:46:17;20-1636: Wisconsin, Wisconsin Vital Records Office, Death Records, 1933-1958 (ACOM 48170, WI 31) - FSI;[US, Wisconsin—Death Records, 1933–1958 \[Part A\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/0CBFFF2A-FE52-46A1-B793-5A65D1678E2D/overview];In Production;;881DF50F-05F3-4F30-8B2A-E8C220382CFB;;
107706163;2021-01-06 08:46:17;20-1636: Wisconsin, Wisconsin Vital Records Office, Death Records, 1933-1958 (ACOM 48170, WI 31) - FSI;[US, Wisconsin—Death Records, 1933–1958 \[Part A\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/0CBFFF2A-FE52-46A1-B793-5A65D1678E2D/overview];In Production;;B19086FB-18AA-493E-8E49-9307A0260771;;
107706164;2021-01-06 08:46:17;20-1636: Wisconsin, Wisconsin Vital Records Office, Death Records, 1933-1958 (ACOM 48170, WI 31) - FSI;[US, Wisconsin—Death Records, 1933–1958 \[Part A\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/0CBFFF2A-FE52-46A1-B793-5A65D1678E2D/overview];In Production;;660968D3-ED9A-4DE4-95DB-9210B34F7D64;;
107706165;2021-01-06 08:46:17;20-1636: Wisconsin, Wisconsin Vital Records Office, Death Records, 1933-1958 (ACOM 48170, WI 31) - FSI;[US, Wisconsin—Death Records, 1933–1958 \[Part A\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/0CBFFF2A-FE52-46A1-B793-5A65D1678E2D/overview];In Production;;C201FFB2-4C91-431B-A388-B30316301E72;;
107706167;2021-01-06 08:46:17;20-1636: Wisconsin, Wisconsin Vital Records Office, Death Records, 1933-1958 (ACOM 48170, WI 31) - FSI;[US, Wisconsin—Death Records, 1933–1958 \[Part A\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/0CBFFF2A-FE52-46A1-B793-5A65D1678E2D/overview];In Production;;A6939BCD-7DFB-4429-A5A4-6B1F673BFE85;;
107706168;2021-01-06 08:46:17;20-1636: Wisconsin, Wisconsin Vital Records Office, Death Records, 1933-1958 (ACOM 48170, WI 31) - FSI;[US, Wisconsin—Death Records, 1933–1958 \[Part A\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/0CBFFF2A-FE52-46A1-B793-5A65D1678E2D/overview];In Production;;34DBB7F0-F304-4153-B487-E3166E4F827E;;
107706169;2021-01-06 08:46:17;20-1636: Wisconsin, Wisconsin Vital Records Office, Death Records, 1933-1958 (ACOM 48170, WI 31) - FSI;[US, Wisconsin—Death Records, 1933–1958 \[Part A\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/0CBFFF2A-FE52-46A1-B793-5A65D1678E2D/overview];In Production;;9A56CF59-51F6-43F2-846C-E360B2EAE48A;;
107706171;2021-01-06 08:46:17;20-1636: Wisconsin, Wisconsin Vital Records Office, Death Records, 1933-1958 (ACOM 48170, WI 31) - FSI;[US, Wisconsin—Death Records, 1933–1958 \[Part A\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/0CBFFF2A-FE52-46A1-B793-5A65D1678E2D/overview];In Production;;90AF21C8-59EC-45FE-BFAC-D149B6EF5354;;
107706172;2021-01-06 08:46:17;20-1636: Wisconsin, Wisconsin Vital Records Office, Death Records, 1933-1958 (ACOM 48170, WI 31) - FSI;[US, Wisconsin—Death Records, 1933–1958 \[Part A\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/0CBFFF2A-FE52-46A1-B793-5A65D1678E2D/overview];In Production;;E2AED834-A745-41E1-8B8D-C1F73AADC942;;
107706173;2021-01-06 08:46:17;20-1636: Wisconsin, Wisconsin Vital Records Office, Death Records, 1933-1958 (ACOM 48170, WI 31) - FSI;[US, Wisconsin—Death Records, 1933–1958 \[Part A\] test|https:///www.familysearch.org/indexing/admin-new/#/projects/0CBFFF2A-FE52-46A1-B793-5A65D1678E2D/overview];In Production;;D952C3DF-0749-484C-9E12-DEE697052573;;
